product_sk,product_code,product_name,march_price,latest_month_price
1457,P103197,Pampers Diapers Medium,292.95,339.4
1458,P103202,Nataraj A4 Paper Ream 500 sheets,262.95,295.26
1459,P103206,Thums Up Mineral Water 2L,450.05,450.05
1460,P103214,Gold Winner Groundnut Oil 5L,283.38,283.38
1461,P103222,Nataraj Pencil Box 500 sheets,317.95,427.41
1462,P103231,Milky Mist Toned Milk 200g,219.95,241.8
1463,P103234,Tata Tea Tea Leaf 600ml,121.56,128.39
1464,P103243,Aachi Chilli Powder 200g,195.61,231.63
1465,P103249,Milky Mist Butter 200g,521.24,521.24
1466,P103259,Safal Apple 1kg,298.27,298.27
1467,P103262,Modern Pav Bun 6 pc,54.76,54.76
1468,P103273,Camlin Pencil Box 1 pc,340.81,356.86
1469,P103281,Harpic Dishwash Bar 1kg,163.32,172.43
1470,P103283,Local Bakery Pav Bun 6 pc,145.09,166.64
1471,P103294,Heritage Butter 1L,67.95,69.64
1472,P103299,Lizol Dishwash Bar 500ml,220.95,238.05
1473,P103309,Local Bakery Muffin 400g,59.57,59.95
1474,P103316,Huggies Diapers Small,1749.88,1774.02
1475,P103319,Aachi Sambar Powder 500g,356.46,356.46
1476,P103328,Nivea Shampoo 340ml,236.27,228.35
1477,P103337,MDH Sambar Powder 500g,79.95,94.03
1478,P103340,Surf Excel Fabric Conditioner 500g,466.84,537.5
1479,P103348,Gold Winner Mustard Oil 1L,456.57,485.6
1480,P103354,India Gate Toor Dal 10kg,844.26,894.5
1481,P103364,Safal Banana 500g,105.92,118.9
1482,P103372,Anmol Cream Biscuit 100g,43.95,49.0
1483,P103374,Bikano Namkeen Mix 100g,34.95,38.02
1484,P103382,MDH Garam Masala 500g,187.59,196.46
1485,P103389,Perfetti Milk Chocolate 25g,251.95,239.67
1486,P103397,Aashirvaad Basmati Rice 10kg,371.02,371.02
1487,P103406,Pampers Baby Powder XL,1154.48,1248.48
1488,P103413,Gold Winner Rice Bran Oil 1L,1296.43,1352.06
1489,P103416,Bru Soda 500g,73.27,73.27
1490,P103424,ITC Master Chef Idli Batter 200g,295.58,295.58
1491,P103435,Comfort Toilet Cleaner 200g,434.83,443.24
1492,P103438,Heritage Ghee 500ml,187.96,187.96
1493,P103449,Everest Sambar Powder 100g,381.08,381.08
1494,P103452,Gold Winner Groundnut Oil 5L,1039.07,1033.7
1495,P103461,Cello Pencil Box Pack of 5,104.95,109.46
1496,P103465,Harpic Detergent Powder 200g,27.3,32.05
1497,P103473,iD Fresh French Fries 200g,424.75,428.66
1498,P103484,Perfetti Dark Chocolate 100g,109.59,109.59
1499,P103487,Sumeru Frozen Peas 400g,345.08,361.14
1500,P103496,Perfetti Candy Pack Pack of 10,70.71,70.71
1501,P103504,Sumeru French Fries 400g,364.24,366.55
1502,P103510,MDH Garam Masala 500g,183.91,196.86
1503,P103517,Farm Fresh Apple Loose,160.29,177.49
1504,P103525,Aachi Sambar Powder 500g,219.41,252.51
1505,P103530,Bisleri Mango Juice 250g,427.69,427.69
1506,P103538,Catch Sambar Powder 200g,265.96,265.96
1507,P103542,Cello Pencil Box 500 sheets,398.89,398.89
1508,P103552,Local Mandi Onion 1kg,120.81,125.2
1509,P103559,Dhara Mustard Oil 2L,370.21,370.21
1510,P103563,Sunfeast Cookies 60g,21.95,26.76
1511,P103575,MDH Turmeric Powder 500g,54.47,54.47
1512,P103577,Nataraj Ball Pen 500 sheets,99.48,100.44
1513,P103584,Nivea Face Wash 75g,402.02,402.02
1514,P103591,Cadbury Dark Chocolate 50g,102.7,102.7
1515,P103600,Everest Sambar Powder 200g,98.09,107.84
1516,P103606,Local Bakery Rusk 6 pc,178.05,185.94
1517,P103616,Saffola Rice Bran Oil 2L,621.95,662.98
1518,P103620,24 Mantra Sona Masoori Rice 10kg,468.18,474.03
1519,P103629,Bisleri Cola 500g,57.95,60.58
1520,P103637,Vim Dishwash Bar 500g,338.13,338.13
1521,P103645,Local Mandi Potato 1kg,241.18,285.25
1522,P103647,Farm Fresh Banana 1kg,37.95,42.08
1523,P103654,Heritage Toned Milk 500g,460.36,481.76
1524,P103661,Cadbury Candy Pack Pack of 10,118.1,125.81
1525,P103668,Gold Winner Rice Bran Oil 1L,1530.18,1530.18
1526,P103680,Daawat Basmati Rice 10kg,210.26,210.26
1527,P103682,Nivea Face Wash 340ml,372.67,372.67
1528,P103693,Local Mandi Apple 1kg,97.06,102.71
1529,P103701,Gold Winner Groundnut Oil 2L,1171.33,1171.33
1530,P103704,Paper Boat Mineral Water 1L,164.95,188.13
1531,P103712,Pampers Baby Wipes Large,481.86,481.86
1532,P103719,Mamypoko Baby Wipes Medium,957.52,957.52
1533,P103727,McCain French Fries 1kg,116.88,116.88
1534,P103732,Eastern Sambar Powder 200g,94.74,94.74
1535,P103743,Daawat Sona Masoori Rice 1kg,1117.9,1117.9
1536,P103749,Unibic Cream Biscuit 60g,13.83,17.91
1537,P103757,Local Bakery Pav Bun 400g,147.98,159.4
1538,P103760,Britannia Marie Gold 400g,94.95,103.67
1539,P103766,Eastern Garam Masala 200g,191.95,212.45
1540,P103777,Aachi Sambar Powder 50g,44.82,44.82
1541,P103785,Classmate Notebook Pack of 5,491.9,606.71
1542,P103792,Heritage Cheese Slices 200ml,26.45,25.06
1543,P103794,Saffola Mustard Oil 2L,729.86,785.54
1544,P103806,Fortune Basmati Rice 10kg,305.95,319.17
1545,P103811,Daawat Chana Dal 10kg,801.95,778.9
1546,P103816,Nestle Chewing Gum 50g,209.63,209.63
1547,P103822,Himalaya Bathing Soap 75g,512.89,594.96
1548,P103833,Sundrop Groundnut Oil 2L,1136.81,1136.81
1549,P103839,Perfetti Candy Pack 25g,202.77,226.78
1550,P103843,Colgate Body Lotion 340ml,636.12,660.15
1551,P103855,Tata Tea Mango Juice 2L,276.95,322.11
1552,P103861,Local Bakery Sandwich Bread Pack of 2,52.95,57.59
1553,P103864,Dhara Mustard Oil 2L,424.35,540.44
1554,P103871,Modern Rusk 400g,198.67,220.55
1555,P103882,Lizol Dishwash Bar 500ml,269.95,273.56
1556,P103886,Fortune Whole Wheat Atta 1kg,301.95,312.24
1557,P103896,Harpic Detergent Powder 1kg,200.95,203.3
1558,P103904,Gold Winner Groundnut Oil 1L,1081.09,1081.09
1559,P103908,Cello Ball Pen Pack of 5,104.62,104.62
1560,P103918,Milky Mist Ghee 500g,534.07,527.1
1561,P103922,Unibic Cookies 100g,48.6,51.0
1562,P103927,Harvest Gold Pav Bun Pack of 2,206.11,206.11
1563,P103934,Real Instant Coffee 500g,250.41,284.79
1564,P103946,India Gate Chana Dal 10kg,328.7,338.64
1565,P103950,Fortune Sunflower Oil 5L,1209.55,1283.54
1566,P103958,Britannia Glucose Biscuit 60g,30.95,32.46
1567,P103964,Local Bakery Sandwich Bread 6 pc,129.59,134.21
1568,P103973,Sunfeast Khakhra 400g,103.2,108.48
1569,P103978,Catch Chilli Powder 200g,347.08,347.08
1570,P103986,Thums Up Cola 250g,495.05,495.05
1571,P103994,Local Mandi Onion 1kg,134.95,148.39
1572,P103999,Local Bakery Rusk Pack of 2,118.59,120.61
1573,P104008,Local Bakery Sandwich Bread Pack of 2,107.37,116.02
1574,P104011,Nandini Ghee 500g,655.99,657.72
1575,P104023,Amul Butter 500g,553.55,630.48
1576,P104026,Local Bakery Muffin 400g,152.97,152.97
1577,P104032,Patanjali Face Wash 180ml,568.95,603.87
1578,P104042,McCain Idli Batter 200g,346.95,365.03
1579,P104048,McCain Ready Paratha 1kg,162.96,193.57
1580,P104058,Himalaya Shampoo 180ml,351.54,351.54
1581,P104064,iD Fresh Frozen Peas 400g,318.07,326.15
1582,P104072,Sundrop Rice Bran Oil 5L,650.2,724.1
1583,P104079,Farm Fresh Onion Loose,72.2,75.55
1584,P104081,India Gate Basmati Rice 5kg,586.63,652.8
1585,P104089,Colgate Bathing Soap 75g,316.95,358.58
1586,P104097,iD Fresh French Fries 200g,319.17,330.82
1587,P104107,Harpic Fabric Conditioner 500ml,475.22,479.48
1588,P104112,McCain French Fries 200g,425.51,435.25
1589,P104121,Amul Choco Candy Pack 25g,130.95,131.32
1590,P104123,ITC Master Chef Idli Batter 400g,340.95,432.72
1591,P104133,Local Mandi Apple 500g,248.31,248.31
1592,P104139,Farm Fresh Carrot 500g,202.92,249.08
1593,P104149,Eastern Sambar Powder 500g,85.95,88.07
1594,P104155,Aashirvaad Basmati Rice 5kg,137.26,144.69
1595,P104160,Local Mandi Banana 1kg,258.87,256.98
1596,P104168,Amul Cheese Slices 1L,512.27,512.27
1597,P104175,India Gate Whole Wheat Atta 5kg,846.06,814.13
1598,P104181,McCain Ready Paratha 1kg,279.95,298.55
1599,P104187,Catch Chilli Powder 500g,86.95,86.95
1600,P104194,Bisleri Mineral Water 600ml,119.04,119.04
1601,P104202,Safal Banana Loose,132.95,166.1
1602,P104212,Lizol Floor Cleaner 200g,401.95,426.07
1603,P104219,Mamypoko Diapers XL,230.95,249.74
1604,P104226,Fortune Poha 1kg,303.01,303.01
1605,P104233,Sundrop Rice Bran Oil 5L,1232.09,1271.89
1606,P104236,Paper Boat Tea Leaf 2L,274.58,289.43
1607,P104242,ITC Master Chef Ready Paratha 400g,275.95,308.27
1608,P104251,Sunfeast Marie Gold 150g,79.68,79.68
1609,P104257,Aachi Turmeric Powder 500g,41.91,42.95
1610,P104266,Dove Toothpaste 180ml,386.95,431.11
1611,P104270,Saffola Groundnut Oil 1L,1036.53,1153.64
1612,P104277,ITC Master Chef Ready Paratha 400g,136.79,128.39
1613,P104285,Mother Dairy Cheese Slices 200g,582.95,683.7
1614,P104294,McCain Idli Batter 200g,115.73,115.73
1615,P104302,Mamypoko Diapers Medium,1205.95,1255.97
1616,P104308,Bikano Marie Gold 60g,53.87,53.24
1617,P104316,Real Mango Juice 2L,406.45,489.63
1618,P104320,Local Mandi Banana Loose,128.95,147.42
1619,P104328,Heritage Ghee 1L,66.17,64.22
1620,P104334,Nandini Ghee 1L,258.22,294.34
1621,P104344,Thums Up Cola 600ml,407.54,390.44
1622,P104351,Saffola Sunflower Oil 5L,1128.29,1128.29
1623,P104358,Pampers Diapers Small,1189.17,1243.57
1624,P104361,Pampers Baby Soap Large,1350.95,1519.18
1625,P104372,Everest Coriander Powder 50g,105.38,105.38
1626,P104378,Cello Pencil Box Pack of 5,99.16,95.33
1627,P104382,Nandini Cheese Slices 500g,58.95,62.22
1628,P104389,Cadbury Candy Pack 50g,169.98,169.98
1629,P104401,ITC Master Chef French Fries 400g,208.95,207.51
1630,P104404,Johnson's Baby Powder XL,849.83,890.27
1631,P104410,Tata Tea Instant Coffee 2L,466.86,541.11
1632,P104417,iD Fresh Frozen Peas 1kg,322.95,332.65
1633,P104427,Harpic Dishwash Bar 500g,462.16,506.64
1634,P104435,McCain Ready Paratha 1kg,407.95,477.09
1635,P104439,Parle Cookies 150g,109.14,123.98
1636,P104446,Unibic Cream Biscuit 150g,52.95,66.45
1637,P104454,Harvest Gold Sandwich Bread 6 pc,47.84,49.63
1638,P104462,Eastern Turmeric Powder 50g,86.38,86.38
1639,P104469,Huggies Baby Wipes XL,1383.23,1631.11
1640,P104478,Anmol Namkeen Mix 150g,16.95,18.27
1641,P104485,Pampers Baby Powder Large,582.09,643.04
1642,P104487,Nataraj A4 Paper Ream Pack of 5,359.81,388.9
1643,P104497,Amul Cheese Slices 500g,212.37,229.16
1644,P104501,Aashirvaad Whole Wheat Atta 1kg,449.67,413.53
1645,P104512,Harvest Gold Pav Bun 6 pc,94.53,94.53
1646,P104517,Daawat Poha 10kg,1474.9,1474.9
1647,P104526,Mother Dairy Butter 200ml,345.63,363.05
1648,P104533,Eastern Chilli Powder 50g,256.47,313.53
1649,P104541,Gold Winner Rice Bran Oil 2L,144.95,149.08
1650,P104544,Aachi Chilli Powder 50g,93.89,104.46
1651,P104554,Johnson's Baby Powder Small,437.01,437.01
1652,P104558,iD Fresh French Fries 200g,396.14,440.08
1653,P104567,McCain French Fries 400g,141.21,141.21
1654,P104572,English Oven Pav Bun 6 pc,179.13,182.16
1655,P104579,Local Mandi Banana 500g,67.48,67.48
1656,P104587,Everest Sambar Powder 200g,252.25,252.25
1657,P104593,Huggies Baby Wipes Small,867.34,867.34
1658,P104600,Modern Pav Bun 400g,48.49,56.45
1659,P104606,Sumeru Frozen Peas 200g,90.58,98.45
1660,P104617,Anmol Cream Biscuit 250g,101.65,107.09
1661,P104625,Local Mandi Potato 1kg,255.83,296.8
1662,P104628,Nestle Milk Chocolate 100g,196.55,196.55
1663,P104637,ITC Master Chef Frozen Peas 400g,294.49,353.99
1664,P104645,Aashirvaad Sona Masoori Rice 10kg,1110.62,1052.62
1665,P104651,Johnson's Baby Powder Large,540.51,540.51
1666,P104658,Amul Paneer 500g,73.05,75.9
1667,P104665,McCain Ready Paratha 1kg,217.71,217.71
1668,P104670,Sunfeast Khakhra 150g,106.95,108.77
1669,P104676,Bikano Cookies 60g,81.62,87.52
1670,P104688,English Oven Muffin Pack of 2,178.09,178.09
1671,P104695,Catch Sambar Powder 200g,66.6,80.54
1672,P104700,Daawat Basmati Rice 1kg,1389.68,1425.82
1673,P104708,Paper Boat Tea Leaf 1L,22.95,23.12
1674,P104715,Comfort Detergent Powder 1kg,152.16,162.67
1675,P104718,Sumeru Frozen Peas 1kg,364.54,364.54
1676,P104725,Amul Choco Milk Chocolate Pack of 10,163.86,174.85
1677,P104733,Mamaearth Face Wash 100g,627.95,669.6
1678,P104739,Real Tea Leaf 2L,172.21,172.21
1679,P104747,Sumeru Idli Batter 400g,342.93,342.93
1680,P104756,Mamypoko Baby Wipes Large,334.95,373.5
1681,P104765,Nataraj Ball Pen 1 pc,405.96,401.36
1682,P104772,Bisleri Mineral Water 2L,332.47,342.57
1683,P104774,Local Bakery Rusk Pack of 2,81.94,81.81
1684,P104784,Cello Notebook Pack of 5,370.89,370.89
1685,P104789,Local Mandi Tomato 1kg,65.95,67.52
1686,P104800,Pampers Diapers XL,692.51,692.51
1687,P104802,Perfetti Chewing Gum 100g,194.24,213.28
1688,P104811,Patanjali Body Lotion 180ml,113.95,108.16
1689,P104820,Tata Tea Mineral Water 2L,207.26,207.26
1690,P104827,Farm Fresh Tomato 1kg,164.35,168.97
1691,P104831,Pampers Baby Powder Small,1516.75,1516.75
1692,P104842,Cello Notebook 1 pc,357.87,352.8
1693,P104844,Heritage Ghee 500g,530.87,553.13
1694,P104854,Farm Fresh Potato 1kg,35.76,35.8
1695,P104858,McCain Ready Paratha 1kg,297.94,331.88
1696,P104867,Local Bakery Pav Bun Pack of 2,190.5,190.5
1697,P104872,Classmate Notebook 1 pc,132.95,132.45
1698,P104883,Amul Butter 200g,342.92,370.64
1699,P104891,Johnson's Baby Soap Small,692.46,757.22
1700,P104898,Local Bakery Rusk 400g,161.27,181.5
1701,P104902,Harpic Fabric Conditioner 500ml,445.79,516.78
1702,P104909,Farm Fresh Tomato Loose,334.66,363.1
1703,P104916,Lizol Fabric Conditioner 500ml,284.74,340.18
1704,P104921,Dove Body Lotion 340ml,398.95,425.26
1705,P104933,Colgate Bathing Soap 75g,468.07,560.59
1706,P104938,Mamypoko Baby Wipes Small,999.94,999.94
1707,P104944,Perfetti Dark Chocolate 25g,42.95,54.97
1708,P104950,Sunfeast Cookies 400g,91.01,91.01
1709,P104956,Cadbury Chewing Gum 50g,133.95,141.84
1710,P104965,Harvest Gold Muffin Pack of 2,88.45,88.5
1711,P104975,Fortune Whole Wheat Atta 1kg,496.12,568.03
1712,P104980,English Oven Sandwich Bread Pack of 2,69.95,92.75
1713,P104986,Cadbury Milk Chocolate Pack of 10,215.5,221.68
1714,P104992,Aashirvaad Toor Dal 10kg,828.19,979.87
1715,P105003,Lizol Detergent Powder 200g,285.67,323.64
1716,P105009,Bikano Glucose Biscuit 250g,65.38,65.38
1717,P105017,Vim Dishwash Bar 500ml,193.22,220.46
1718,P105021,Mamypoko Baby Powder Small,1086.75,1246.7
1719,P105030,Amul Choco Milk Chocolate 25g,211.39,224.07
1720,P105035,Safal Potato 1kg,158.77,159.58
1721,P105042,Parle Cookies 60g,59.37,66.53
1722,P105050,Nandini Curd 200ml,103.36,109.65
1723,P105057,Nestle Dark Chocolate 50g,254.08,294.62
1724,P105062,Anmol Cream Biscuit 400g,14.36,14.84
1725,P105069,Tata Tea Instant Coffee 2L,162.6,168.3
1726,P105075,Britannia Glucose Biscuit 400g,46.35,49.58
1727,P105083,Harpic Floor Cleaner 500ml,245.38,245.38
1728,P105092,Bisleri Instant Coffee 2L,421.74,421.37
1729,P105100,Nestle Candy Pack 25g,276.61,270.01
1730,P105106,Sunfeast Marie Gold 100g,101.21,104.56
1731,P105112,Modern Rusk Pack of 2,179.95,194.64
1732,P105119,Amul Choco Milk Chocolate 50g,91.19,106.45
1733,P105127,Local Bakery Muffin 400g,62.95,77.13
1734,P105136,Farm Fresh Potato 1kg,158.61,158.61
1735,P105139,iD Fresh Idli Batter 200g,100.45,119.64
1736,P105145,India Gate Whole Wheat Atta 1kg,675.82,763.65
1737,P105155,Eastern Turmeric Powder 500g,317.12,350.84
1738,P105164,India Gate Basmati Rice 5kg,216.12,242.35
1739,P105167,Dhara Sunflower Oil 2L,826.2,826.2
1740,P105176,Dove Toothpaste 180ml,499.95,509.66
1741,P105180,Parle Marie Gold 60g,103.95,102.63
1742,P105187,Fortune Chana Dal 5kg,1057.95,1046.11
1743,P105198,Cello A4 Paper Ream Pack of 5,14.66,15.39
1744,P105201,Gold Winner Mustard Oil 5L,280.95,365.02
1745,P105209,Lizol Floor Cleaner 500ml,367.95,399.92
1746,P105219,Himalaya Toothpaste 75g,653.26,763.15
1747,P105227,Cello Ball Pen Pack of 5,257.52,292.54
1748,P105230,Nataraj Ball Pen 500 sheets,107.33,123.72
1749,P105236,Pampers Baby Powder Small,511.25,552.6
1750,P105246,Sundrop Groundnut Oil 1L,840.69,840.69
1751,P105252,Anmol Cookies 400g,10.57,12.09
1752,P105260,Camlin Notebook Pack of 5,72.61,72.61
1753,P105268,Amul Choco Milk Chocolate Pack of 10,255.65,300.66
1754,P105272,iD Fresh Frozen Peas 1kg,351.65,351.65
1755,P105280,Heritage Paneer 200ml,220.35,220.35
1756,P105288,Safal Carrot Loose,239.51,271.73
1757,P105294,Cadbury Candy Pack 50g,129.95,143.55
1758,P105302,Mother Dairy Toned Milk 200ml,258.62,281.37
1759,P105307,Gold Winner Sunflower Oil 2L,863.64,818.25
1760,P105313,Local Mandi Tomato 500g,51.83,51.83
1761,P105323,Catch Coriander Powder 200g,73.95,84.67
1762,P105331,Nandini Toned Milk 1L,270.95,308.39
1763,P105337,Local Bakery Sandwich Bread 400g,31.85,35.2
1764,P105345,Aachi Coriander Powder 200g,295.95,335.85
1765,P105351,Cadbury Milk Chocolate 25g,102.95,109.14
1766,P105356,MDH Sambar Powder 100g,232.26,232.26
1767,P105365,Johnson's Baby Wipes Large,393.76,420.06
1768,P105369,Nestle Candy Pack 25g,135.84,143.76
1769,P105377,Classmate Ball Pen 500 sheets,262.95,275.11
1770,P105384,McCain Idli Batter 1kg,300.95,315.25
1771,P105394,Tata Tea Soda 1L,335.45,327.72
1772,P105400,Unibic Namkeen Mix 150g,48.1,53.13
1773,P105405,Sundrop Mustard Oil 5L,389.95,430.78
1774,P105413,Huggies Diapers Small,1243.79,1403.47
1775,P105418,Perfetti Dark Chocolate 50g,243.05,257.82
1776,P105425,Saffola Rice Bran Oil 5L,146.3,153.55
1777,P105433,Amul Choco Candy Pack 50g,126.03,144.32
1778,P105440,Modern Pav Bun 6 pc,107.89,107.89
1779,P105450,Safal Onion 500g,252.15,252.15
1780,P105453,Mamaearth Toothpaste 75g,393.95,465.18
1781,P105460,Perfetti Candy Pack Pack of 10,143.35,148.47
1782,P105468,Sundrop Groundnut Oil 1L,994.58,1100.43
1783,P105479,iD Fresh Ready Paratha 400g,237.28,253.92
1784,P105483,Perfetti Milk Chocolate 50g,153.63,160.65
1785,P105490,Real Cola 1L,154.49,154.49
1786,P105497,Camlin Ball Pen Pack of 5,70.98,70.98
1787,P105507,Safal Potato 500g,20.17,22.07
1788,P105511,Patanjali Hair Oil 75g,270.77,310.12
1789,P105518,Colgate Shampoo 180ml,729.3,729.3
1790,P105524,Anmol Glucose Biscuit 250g,77.9,81.14
1791,P105531,Sumeru Idli Batter 400g,472.66,502.91
1792,P105541,Vim Fabric Conditioner 200g,201.95,189.75
1793,P105547,iD Fresh Ready Paratha 200g,406.95,431.77
1794,P105553,Mamypoko Diapers Large,739.86,764.76
1795,P105562,ITC Master Chef Idli Batter 200g,128.95,131.88
1796,P105570,Nandini Ghee 500ml,345.21,345.21
1797,P105575,Nandini Paneer 200ml,430.13,513.17
1798,P105583,Real Mango Juice 2L,178.95,179.43
1799,P105589,Unibic Cookies 60g,84.8,90.25
1800,P105594,McCain Ready Paratha 400g,317.3,321.63
1801,P105603,Real Tea Leaf 600ml,193.95,202.29
1802,P105609,Daawat Basmati Rice 5kg,817.71,817.71
1803,P105614,Colgate Shampoo 100g,652.27,652.27
1804,P105624,Nandini Toned Milk 500ml,380.06,380.06
1805,P105633,Harvest Gold Sandwich Bread 6 pc,46.25,46.25
1806,P105636,Daawat Chana Dal 5kg,526.95,558.71
1807,P105643,Aashirvaad Sona Masoori Rice 10kg,1294.23,1294.23
1808,P105651,Nestle Dark Chocolate 100g,110.95,108.83
1809,P105656,24 Mantra Basmati Rice 5kg,438.95,516.52
1810,P105666,Daawat Basmati Rice 1kg,1064.29,1064.29
1811,P105672,Safal Apple 1kg,62.95,69.48
1812,P105677,Bikano Cookies 250g,89.95,109.29
1813,P105684,Dhara Rice Bran Oil 1L,1096.95,1114.27
1814,P105695,English Oven Rusk 6 pc,135.65,158.81
1815,P105698,Nestle Dark Chocolate 25g,165.72,194.14
1816,P105707,Camlin Pencil Box 500 sheets,130.64,130.64
1817,P105713,MDH Garam Masala 50g,327.34,345.36
1818,P105720,Safal Carrot Loose,67.32,69.64
1819,P105729,Bikano Khakhra 400g,68.08,75.27
1820,P105733,Patanjali Toothpaste 75g,135.79,151.69
1821,P105740,Sunfeast Khakhra 250g,103.24,103.24
1822,P105747,Nestle Chewing Gum 50g,287.56,287.56
1823,P105757,Aachi Turmeric Powder 50g,248.44,248.44
1824,P105765,Dove Body Lotion 340ml,439.9,529.25
1825,P105772,Colgate Body Lotion 340ml,539.31,576.55
1826,P105775,Farm Fresh Apple 1kg,104.41,104.41
1827,P105784,Safal Onion Loose,116.81,116.81
1828,P105789,Perfetti Milk Chocolate 100g,46.48,42.75
1829,P105797,Surf Excel Fabric Conditioner 500g,243.46,254.07
1830,P105805,Safal Banana Loose,111.39,110.21
1831,P105815,McCain Ready Paratha 200g,320.65,320.65
1832,P105819,Dove Toothpaste 100g,66.64,66.64
1833,P105827,Amul Ghee 500ml,96.95,124.38
1834,P105835,Milky Mist Toned Milk 200ml,243.66,238.39
1835,P105838,Aashirvaad Poha 5kg,594.5,594.5
1836,P105845,Perfetti Dark Chocolate 25g,102.36,121.94
1837,P105855,Local Bakery Pav Bun Pack of 2,128.68,123.28
1838,P105860,Safal Tomato Loose,141.88,141.88
1839,P105868,Modern Pav Bun 6 pc,71.99,68.91
1840,P105878,Eastern Sambar Powder 100g,268.52,282.51
1841,P105882,Amul Choco Milk Chocolate 100g,221.21,222.02
1842,P105890,Dhara Mustard Oil 2L,1102.54,1196.88
1843,P105897,Nataraj A4 Paper Ream 1 pc,225.21,249.03
1844,P105901,McCain Idli Batter 200g,73.95,80.48
1845,P105908,Saffola Sunflower Oil 5L,638.48,698.64
1846,P105918,Harpic Fabric Conditioner 500g,315.8,294.44
1847,P105923,Eastern Coriander Powder 50g,242.95,245.29
1848,P105929,Britannia Glucose Biscuit 100g,11.18,11.18
1849,P105937,Cadbury Dark Chocolate 25g,259.08,259.08
1850,P105944,Huggies Baby Powder Medium,985.47,985.47
1851,P105950,Fortune Sona Masoori Rice 1kg,1356.49,1356.49
1852,P105959,Bisleri Soda 500g,479.13,513.93
1853,P105965,Harvest Gold Rusk 400g,61.37,66.08
1854,P105971,Fortune Mustard Oil 5L,1150.46,1150.46
1855,P105980,Nataraj Pencil Box Pack of 5,263.95,288.7
1856,P105988,Modern Pav Bun 400g,26.95,29.57
1857,P105997,Local Bakery Pav Bun 6 pc,115.85,124.6
1858,P106004,Aachi Chilli Powder 200g,137.38,137.38
1859,P106009,Catch Sambar Powder 100g,320.74,353.21
1860,P106015,Sumeru Frozen Peas 200g,150.41,148.43
1861,P106024,Harpic Toilet Cleaner 1kg,461.42,472.89
1862,P106027,Aashirvaad Whole Wheat Atta 1kg,1436.61,1548.23
1863,P106035,Cadbury Candy Pack 25g,89.95,86.76
1864,P106044,Real Cola 1L,37.47,40.72
1865,P106048,Mamypoko Baby Wipes Medium,310.59,310.59
1866,P106059,Harpic Floor Cleaner 200g,292.81,313.87
1867,P106067,Milky Mist Cheese Slices 500g,417.22,444.09
1868,P106072,Nataraj Pencil Box 1 pc,78.69,78.69
1869,P106080,Cello Notebook Pack of 5,342.95,361.06
1870,P106084,Dhara Groundnut Oil 5L,592.14,592.14
1871,P106093,Classmate Pencil Box 500 sheets,315.93,315.93
1872,P106098,Johnson's Baby Wipes Small,362.95,334.84
1873,P106106,Harpic Dishwash Bar 1kg,219.14,219.14
1874,P106115,Sunfeast Cream Biscuit 150g,128.36,128.36
1875,P106123,24 Mantra Whole Wheat Atta 1kg,244.95,248.44
1876,P106130,Fortune Sona Masoori Rice 1kg,1254.95,1317.16
1877,P106133,Bisleri Cola 250g,307.37,370.91
1878,P106143,Comfort Dishwash Bar 1kg,56.15,61.74
1879,P106151,Cello Ball Pen 1 pc,289.47,298.42
1880,P106158,Sundrop Sunflower Oil 1L,564.54,507.58
1881,P106162,Daawat Sona Masoori Rice 1kg,527.95,534.57
1882,P106169,Vim Toilet Cleaner 1kg,221.03,221.89
1883,P106174,Local Mandi Apple Loose,229.89,229.89
1884,P106181,Aashirvaad Chana Dal 1kg,885.95,778.6
1885,P106191,24 Mantra Sona Masoori Rice 5kg,1230.97,1230.97
1886,P106200,Mamypoko Diapers Small,117.95,119.89
1887,P106207,Patanjali Hair Oil 100g,459.95,564.89
1888,P106209,Nataraj Pencil Box 500 sheets,182.34,199.51
1889,P106221,Unibic Glucose Biscuit 150g,31.65,31.65
1890,P106228,Amul Choco Chewing Gum Pack of 10,43.95,44.54
1891,P106234,Classmate Notebook 1 pc,78.81,79.42
1892,P106239,Fortune Basmati Rice 1kg,803.36,803.36
1893,P106244,McCain Frozen Peas 200g,73.94,73.94
1894,P106254,India Gate Whole Wheat Atta 5kg,1135.5,1282.79
1895,P106258,Dhara Rice Bran Oil 5L,423.67,423.67
1896,P106270,Aashirvaad Chana Dal 1kg,308.83,308.83
1897,P106277,Nandini Ghee 1L,395.95,416.62
1898,P106282,Mamaearth Body Lotion 100g,440.95,448.43
1899,P106288,Amul Ghee 200g,42.41,48.38
1900,P106297,Thums Up Cola 600ml,143.5,169.05
1901,P106300,Classmate Pencil Box 500 sheets,387.92,425.27
1902,P106310,Lizol Detergent Powder 200g,462.03,462.03
1903,P106317,Sumeru Frozen Peas 200g,423.01,485.55
1904,P106323,Aachi Coriander Powder 50g,218.99,218.99
1905,P106330,Comfort Toilet Cleaner 200g,188.0,218.33
1906,P106336,Bru Mineral Water 250g,456.47,452.43
1907,P106344,Aashirvaad Whole Wheat Atta 5kg,817.92,801.3
1908,P106353,Paper Boat Instant Coffee 1L,244.95,267.43
1909,P106357,Pampers Baby Powder Small,1078.45,1078.45
1910,P106367,Mother Dairy Butter 200ml,650.25,650.25
1911,P106373,Eastern Chilli Powder 50g,46.84,48.45
1912,P106382,Farm Fresh Potato 500g,81.6,81.6
1913,P106388,India Gate Whole Wheat Atta 10kg,1042.36,1120.55
