notice_id_a,notice_id_b,label,choice1_unigram_raw,choice2_bigram_denoised
N006622,N006623,same,0.8251748251748252,0.574468085106383
N010081,N010082,same,0.7567049808429118,0.9024390243902439
N007560,N007561,same,0.6854663774403471,0.8977272727272727
N005941,N006998,different,0.5399159663865546,0.007246376811594203
N004062,N004438,different,0.40786240786240785,0.0
N000990,N002973,different,0.36198347107438017,0.0
N008321,N008641,different,0.5358565737051793,0.0
N008561,N008562,same,0.7255813953488373,0.8607594936708861
N001360,N001361,same,0.9828767123287672,0.8653846153846154
N008993,N008994,same,0.9821428571428571,0.9382716049382716
N005108,N005109,same,0.7583333333333333,0.8807339449541285
N001983,N001984,same,0.6037234042553191,0.7021276595744681
N006038,N009049,different,0.33889816360601,0.0
N001413,N007076,different,0.43429844097995546,0.0
N005772,N005776,same,0.40540540540540543,0.313953488372093
N000237,N009075,different,0.6157804459691252,0.005025125628140704
N011043,N011048,same,0.3900343642611684,0.3108108108108108
N004742,N006981,different,0.43832599118942733,0.16417910447761194
N004801,N004802,same,0.6682577565632458,0.8441558441558441
N003994,N003995,same,0.3282828282828283,0.3181818181818182
N000643,N009675,different,0.5458248472505092,0.0
N006086,N006087,same,0.9509803921568627,0.9444444444444444
N000266,N010102,different,0.5,0.16753926701570682
N005028,N009701,different,0.47580645161290325,0.0
N009670,N009671,same,0.9568627450980393,0.8372093023255814
N001005,N001804,different,0.5116731517509727,0.006289308176100629
N005314,N010609,different,0.6051282051282051,0.0
N000417,N000419,same,0.9507042253521126,0.9915966386554622
N011041,N011048,same,0.3745704467353952,0.2751677852348993
N000992,N001435,different,0.446985446985447,0.0
N004107,N008166,different,0.34609250398724084,0.012903225806451613
N002590,N002591,same,0.9619771863117871,1.0
N005119,N005121,same,0.7158351409978309,0.8804347826086957
N002826,N007185,different,0.3064516129032258,0.0
N009349,N009350,same,0.9785932721712538,0.5378787878787878
N003121,N005007,different,0.3228995057660626,0.007407407407407408
N002947,N003566,different,0.2453781512605042,0.0
N000485,N000488,same,0.921311475409836,0.41025641025641024
N004349,N011691,different,0.551660516605166,0.0
N011281,N011282,same,0.7386609071274298,0.8620689655172413
N003865,N009372,different,0.3361629881154499,0.0
N001198,N010109,different,0.592964824120603,0.0
N011975,N011976,same,0.7032418952618454,0.6363636363636364
N006419,N007183,different,0.2777777777777778,0.0064516129032258064
N010407,N010605,different,0.4358353510895884,0.16574585635359115
N009079,N010570,different,0.569672131147541,0.009009009009009009
N001415,N006560,different,0.5245579567779961,0.0
N001653,N001654,same,0.690537084398977,0.7974683544303798
N003355,N003823,different,0.3189102564102564,0.0
N000355,N005276,different,0.5196261682242991,0.006024096385542169
N007573,N007574,same,0.4475806451612903,0.453125
N007999,N008002,same,0.9574468085106383,0.948051948051948
N007057,N010814,different,0.2830188679245283,0.0
N000264,N009708,different,0.5159574468085106,0.0
N008825,N008828,same,0.6902439024390243,0.7536231884057971
N001284,N006893,different,0.41333333333333333,0.004975124378109453
N011033,N011035,same,0.9652777777777778,0.9210526315789473
N004348,N004349,same,0.5714285714285714,0.7971014492753623
N004177,N010930,different,0.480083857442348,0.003968253968253968
N003845,N003847,same,0.72,0.5612903225806452
N004106,N004107,same,0.38656987295825773,0.2890625
N007911,N009413,different,0.42857142857142855,0.0
N001010,N001011,same,0.4246031746031746,0.25
N009213,N010572,different,0.317907444668008,0.008130081300813009
N006364,N006366,same,0.3268765133171913,0.3058823529411765
N001447,N003703,different,0.3921161825726141,0.0
N009727,N010185,different,0.37784522003034904,0.0
N000605,N002652,different,0.4065180102915952,0.0
N004016,N004017,same,0.32009345794392524,0.325
N010689,N011576,different,0.32857142857142857,0.008695652173913044
N001733,N001734,same,0.8212927756653993,0.8333333333333334
N004845,N007461,different,0.33814102564102566,0.0
N010880,N010881,same,0.8432835820895522,0.9861111111111112
N000498,N001176,different,0.4758909853249476,0.0
N001285,N003729,different,0.35067437379576105,0.0
N006173,N008196,different,0.5085106382978724,0.00975609756097561
N008110,N009707,different,0.5636704119850188,0.0
N007193,N010619,different,0.5614035087719298,0.0
N000561,N003679,different,0.5798922800718133,0.0
N003026,N003027,same,0.6941747572815534,0.8048780487804879
N004552,N004553,same,0.7766233766233767,0.8350515463917526
N007647,N009169,different,0.5373443983402489,0.0
N005744,N010823,different,0.5240847784200385,0.018072289156626505
N001880,N002772,different,0.35058430717863104,0.0
N003351,N006982,different,0.35471698113207545,0.0
N006591,N011935,different,0.569672131147541,0.004901960784313725
N008482,N010584,different,0.501039501039501,0.0
N005814,N006544,different,0.3058823529411765,0.0
N006622,N006638,different,0.34150943396226413,0.0
N008603,N010598,different,0.3475409836065574,0.0
N000753,N000755,same,0.9393203883495146,0.6264367816091954
N006153,N009437,different,0.5930470347648262,0.0
N002548,N010207,different,0.6241379310344828,0.0
N004026,N010431,different,0.4716981132075472,0.0
N000339,N002440,different,0.45913461538461536,0.0
N000964,N008611,different,0.5435606060606061,0.0
N001833,N004195,different,0.5568862275449101,0.0
N001282,N004950,different,0.28780487804878047,0.0
N000030,N009868,different,0.4217391304347826,0.006622516556291391
N001010,N004708,different,0.5593561368209256,0.006172839506172839
N000566,N008517,different,0.39398496240601505,0.0
N011092,N011095,same,0.758893280632411,0.9043478260869565
N001983,N009014,different,0.39900249376558605,0.0
N005044,N005045,same,0.9597523219814241,0.9491525423728814
N003201,N003203,same,0.9950617283950617,0.9452054794520548
N000238,N001915,different,0.5183044315992292,0.0
N000461,N004754,different,0.5876993166287016,0.0
N000135,N010890,different,0.31194295900178254,0.0
N011414,N011759,different,0.44,0.19428571428571428
N003751,N007825,different,0.414050822122571,0.0
N006774,N009531,different,0.6452513966480447,0.06722689075630252
N000516,N006620,different,0.37822878228782286,0.0
N004325,N004949,different,0.4189189189189189,0.0
N000557,N004353,different,0.42951541850220265,0.0
N000286,N008208,different,0.5815217391304348,0.0
N002691,N010535,different,0.5668549905838042,0.0
N000490,N006570,different,0.5285451197053407,0.005780346820809248
N005692,N009368,different,0.32061068702290074,0.05405405405405406
N006324,N006325,same,0.7219917012448133,0.5454545454545454
N004951,N011682,different,0.5741056218057922,0.0051813471502590676
N010982,N010985,same,0.6795698924731183,0.4065040650406504
N009834,N009835,same,0.6578249336870027,0.72
N003500,N003501,same,0.7333333333333333,0.8555555555555555
N010499,N011269,different,0.29557522123893804,0.006756756756756757
N005257,N010502,different,0.32605304212168484,0.0
N003920,N006487,different,0.36318407960199006,0.00641025641025641
N011834,N011835,same,0.9437340153452686,0.908256880733945
N004364,N007454,different,0.35918367346938773,0.0
N004158,N008744,different,0.4432314410480349,0.0
N005771,N006045,different,0.2749003984063745,0.06521739130434782
N001865,N011525,different,0.5253549695740365,0.0
N001362,N001363,same,0.36363636363636365,0.21476510067114093
N009863,N009866,same,0.40311804008908686,0.24666666666666667
N000175,N002508,different,0.5452793834296724,0.004784688995215311
N006545,N006546,same,0.7577639751552795,0.9017857142857143
N000215,N005986,different,0.5426829268292683,0.0
N004433,N011613,different,0.32045088566827695,0.0
N000064,N010912,different,0.30528052805280526,0.0
N008572,N009975,different,0.4349775784753363,0.0
N000431,N001948,different,0.3253012048192771,0.0
N002598,N004139,different,0.44813278008298757,0.0
N007063,N007064,same,0.734065934065934,0.9
N008238,N008239,same,0.7272727272727273,0.5285714285714286
N000518,N009485,different,0.26429980276134124,0.0
N003093,N003735,different,0.33172302737520126,0.0
N001977,N007620,different,0.3344103392568659,0.0070921985815602835
N009205,N009208,same,0.5663716814159292,0.7551020408163265
N003317,N010218,different,0.3758099352051836,0.0
N006112,N006266,different,0.3433333333333333,0.0
N003208,N003758,different,0.3684210526315789,0.0
N008188,N008190,same,0.9894736842105263,0.9333333333333333
N003051,N011987,different,0.31968503937007875,0.005714285714285714
N001446,N004867,different,0.3397887323943662,0.014492753623188406
N000895,N009304,different,0.5720250521920668,0.009345794392523364
N000161,N010769,different,0.25463743676222594,0.0
N003327,N003328,same,0.7221135029354208,0.911504424778761
N008176,N010603,different,0.33587786259541985,0.0
N001633,N001634,same,0.39244186046511625,0.3333333333333333
N004001,N007546,different,0.6715976331360947,0.07920792079207921
N000937,N000938,same,0.6280193236714976,0.8208955223880597
N008048,N008050,same,0.9543010752688172,0.968421052631579
N004328,N008917,different,0.4088669950738916,0.018518518518518517
N004757,N008828,different,0.46292134831460674,0.025477707006369428
N005397,N005398,same,0.4594594594594595,0.3804347826086957
N001291,N007292,different,0.42829457364341084,0.004975124378109453
N007205,N007207,same,0.9944444444444445,1.0
N002229,N011361,different,0.5909090909090909,0.07627118644067797
N005375,N005716,different,0.36085626911314983,0.0
N002758,N002818,different,0.40582959641255606,0.024
N009564,N011151,different,0.5860927152317881,0.009900990099009901
N008487,N008488,same,0.9595375722543352,0.9506172839506173
N007856,N007858,same,0.7019230769230769,0.875
N000647,N001025,different,0.30718954248366015,0.0
N003489,N010336,different,0.4556354916067146,0.0
N000327,N009318,different,0.4308390022675737,0.0
N005431,N006150,different,0.3511705685618729,0.0
N002684,N004549,different,0.3366013071895425,0.0
N005744,N007062,different,0.296875,0.014492753623188406
N004248,N011184,different,0.4392059553349876,0.1477832512315271
N003020,N003021,same,0.5794979079497908,0.8387096774193549
N000160,N003947,different,0.5527426160337553,0.0
N006712,N008335,different,0.45537757437070936,0.0
N000843,N005365,different,0.4276206322795341,0.0
N011628,N011629,same,0.4083044982698962,0.48760330578512395
N000026,N011332,different,0.6125954198473282,0.006896551724137931
N003058,N009240,different,0.391304347826087,0.0
N000396,N000397,same,0.49707602339181284,0.45794392523364486
N006146,N006401,different,0.3615023474178404,0.0
N007004,N011967,different,0.4357682619647355,0.19387755102040816
N002229,N002230,same,0.4775510204081633,0.4552238805970149
N002088,N011862,different,0.4989733059548255,0.0
N004709,N004711,same,0.9566473988439307,0.9625
N001940,N002621,different,0.3578125,0.0
N004803,N004804,same,0.9294871794871795,0.9154929577464789
N003748,N011207,different,0.2638888888888889,0.0
N001623,N010411,different,0.3163841807909605,0.007633587786259542
N002821,N007053,different,0.5673624288425048,0.011494252873563218
N001977,N006802,different,0.5738317757009346,0.0
N000993,N011320,different,0.5056689342403629,0.0
N008784,N011076,different,0.6323296354992076,0.0
N001137,N005072,different,0.3595706618962433,0.013157894736842105
N007487,N007491,same,0.5968992248062015,0.7872340425531915
N002401,N005487,different,0.4369747899159664,0.0
N001101,N002086,different,0.37631184407796103,0.0
N004655,N010935,different,0.607773851590106,0.0
N004085,N004086,same,0.9571788413098237,0.98
N003125,N003127,same,0.970108695652174,0.6325301204819277
N001101,N001666,different,0.34959349593495936,0.0
N001141,N001142,same,0.33007334963325186,0.18548387096774194
N006480,N008863,different,0.2141280353200883,0.0
N000817,N011666,different,0.5951557093425606,0.0
N000219,N003185,different,0.47401247401247404,0.0
N001988,N006863,different,0.35728952772073924,0.0
N009478,N009479,same,0.7396226415094339,0.8773584905660378
N001784,N005288,different,0.33455882352941174,0.05
N001436,N002155,different,0.28,0.0
N006423,N011777,different,0.47704590818363274,0.0
N006565,N006569,same,0.398422090729783,0.29333333333333333
N003427,N006396,different,0.5452054794520548,0.0
N009745,N009848,different,0.576271186440678,0.0
N002762,N002765,same,0.7146341463414634,0.953125
N000065,N000124,different,0.3583061889250814,0.0
N001140,N008945,different,0.3985714285714286,0.0
N002973,N002974,same,0.7929606625258799,0.5564516129032258
N006774,N006775,same,0.4407894736842105,0.3466666666666667
N011429,N011433,same,0.7105788423153693,0.89
N009822,N009823,same,0.4134831460674157,0.3333333333333333
N009371,N009372,same,0.7281746031746031,0.8833333333333333
N001006,N009138,different,0.5235602094240838,0.0
N000723,N009281,different,0.32558139534883723,0.006711409395973154
N000259,N003124,different,0.5009861932938856,0.0
N002544,N002792,different,0.5858585858585859,0.0
N002931,N008664,different,0.5268817204301075,0.0
N000990,N002132,different,0.5678119349005425,0.011834319526627219
N005946,N007449,different,0.38995568685376664,0.004807692307692308
N004307,N010960,different,0.4675925925925926,0.0
N005835,N008645,different,0.5610278372591007,0.007462686567164179
N001422,N004687,different,0.5674157303370787,0.0
N007233,N007728,different,0.2939189189189189,0.0
N009592,N009782,different,0.5102040816326531,0.01675977653631285
N011533,N011534,same,0.6081632653061224,0.4247787610619469
N005300,N005301,same,0.9602977667493796,0.9230769230769231
N005855,N007938,different,0.4487704918032787,0.005263157894736842
N007921,N007922,same,0.6283783783783784,0.8
N001521,N006976,different,0.5036231884057971,0.0051813471502590676
N000725,N008406,different,0.5769230769230769,0.0
N004174,N006820,different,0.47731755424063116,0.0
N000607,N004665,different,0.4726027397260274,0.005917159763313609
N003228,N006079,different,0.4527027027027027,0.006578947368421052
N010506,N010507,same,0.6199524940617577,0.8428571428571429
N010699,N010700,same,0.6632653061224489,0.42857142857142855
N001185,N004181,different,0.4403846153846154,0.0
N005027,N005028,same,0.9674267100977199,0.9078947368421053
N001758,N009092,different,0.40100250626566414,0.014925373134328358
N002928,N003582,different,0.3110419906687403,0.0
N003050,N008741,different,0.5755693581780539,0.0
N004158,N011487,different,0.41818181818181815,0.0070921985815602835
N000139,N007621,different,0.4114942528735632,0.0
N007036,N007038,same,0.4208955223880597,0.3108108108108108
N002201,N002648,different,0.44234800838574423,0.017142857142857144
N000003,N000843,different,0.5627376425855514,0.0
N007190,N008966,different,0.4651685393258427,0.0
N010033,N010034,same,0.985207100591716,0.9195402298850575
N005989,N005990,same,0.6950207468879668,0.8645833333333334
N002242,N004023,different,0.4272300469483568,0.007518796992481203
N000443,N004578,different,0.26782884310618066,0.0
N005743,N005744,same,0.5346756152125279,0.6213592233009708
N003903,N006662,different,0.3294314381270903,0.0
N011033,N011036,same,0.6930022573363431,0.8375
N006643,N006644,same,0.45610278372591007,0.4566929133858268
N003720,N006775,different,0.5397727272727273,0.0
N003418,N007053,different,0.411864406779661,0.0
N003804,N005139,different,0.3255360623781676,0.05194805194805195
N002540,N007668,different,0.312280701754386,0.0
N008366,N008369,same,0.9532710280373832,0.9512195121951219
N010742,N010743,same,0.5804195804195804,0.41208791208791207
N004746,N004760,different,0.5063520871143375,0.0
N007368,N009303,different,0.5439672801635992,0.007352941176470588
N007396,N007397,same,0.9620253164556962,0.9156626506024096
N001143,N009969,different,0.48295454545454547,0.0
N002468,N002469,same,0.9671717171717171,0.98989898989899
N007220,N011663,different,0.3767123287671233,0.006172839506172839
N005926,N007181,different,0.44541484716157204,0.0
N003437,N005168,different,0.24918032786885247,0.0
N000355,N000372,different,0.38388625592417064,0.0
N010682,N010683,same,0.9660194174757282,0.9371428571428572
N004567,N008956,different,0.4989106753812636,0.0
N008093,N008094,same,0.49872122762148335,0.5647058823529412
N004447,N004449,same,0.4584717607973422,0.35
N001475,N004007,different,0.3904899135446686,0.014423076923076924
N001138,N009030,different,0.32246998284734135,0.0
N004140,N010723,different,0.5533807829181495,0.006097560975609756
N007477,N007828,different,0.5736434108527132,0.0070921985815602835
N008284,N009896,different,0.4249471458773784,0.0
N006759,N008551,different,0.34049079754601225,0.0
N004856,N010634,different,0.5223048327137546,0.01092896174863388
N003022,N010880,different,0.3339920948616601,0.0
N001271,N001372,different,0.4116279069767442,0.007042253521126761
N002952,N006725,different,0.4939759036144578,0.022598870056497175
N009630,N010560,different,0.5036101083032491,0.0
N002342,N008733,different,0.28095238095238095,0.0
N002631,N007528,different,0.3409090909090909,0.0
N002957,N003701,different,0.36432637571157495,0.0
N011515,N011516,same,0.6072289156626506,0.5643564356435643
N004013,N005436,different,0.31862745098039214,0.0
N010144,N010145,same,0.9798657718120806,0.9166666666666666
N004509,N004511,same,0.7539370078740157,0.6166666666666667
N003868,N011674,different,0.45707656612529,0.0
N008357,N009838,different,0.4282560706401766,0.0
N005241,N005242,same,0.9354838709677419,0.9193548387096774
N008230,N009234,different,0.2836065573770492,0.0
N000666,N000923,different,0.33868092691622104,0.0
N003267,N005780,different,0.43283582089552236,0.0
N001044,N001720,different,0.34651898734177217,0.0
N011522,N011523,same,0.7085308056872038,0.8372093023255814
N009330,N010526,different,0.48577680525164113,0.0
N003319,N008808,different,0.5575221238938053,0.06
N006178,N006182,same,0.5191011235955056,0.5641025641025641
N002814,N005953,different,0.39473684210526316,0.0
N007615,N007616,same,0.7578947368421053,0.8918918918918919
N007876,N007877,same,0.5612648221343873,0.7105263157894737
N004729,N004730,same,0.6576819407008087,0.7083333333333334
N005862,N006116,different,0.6490630323679727,0.022099447513812154
N000562,N005787,different,0.3233082706766917,0.0
N007575,N009140,different,0.27387387387387385,0.0
N011000,N011001,same,0.4139433551198257,0.35294117647058826
N006167,N009175,different,0.4343220338983051,0.0
N004662,N009916,different,0.3672014260249554,0.009708737864077669
N010431,N010432,same,0.9382352941176471,0.9666666666666667
N001509,N001510,same,0.7088353413654619,0.9019607843137255
N000737,N002287,different,0.45052631578947366,0.0
N001764,N001765,same,0.6795180722891566,0.8181818181818182
N004877,N006275,different,0.5214007782101168,0.0
N002351,N006165,different,0.47023809523809523,0.006993006993006993
N009140,N009547,different,0.5933098591549296,0.0
N007104,N007105,same,0.9855072463768116,0.8870967741935484
N000463,N000465,same,0.7633744855967078,0.85
N001124,N011201,different,0.41875,0.013071895424836602
N004151,N010614,different,0.6321353065539113,0.1656441717791411
N003957,N007645,different,0.4543610547667343,0.0
N003941,N009735,different,0.3541341653666147,0.0
N000647,N008088,different,0.2864963503649635,0.0
N002017,N005475,different,0.6084745762711864,0.0
N000323,N006510,different,0.4830097087378641,0.0
N008539,N008542,same,0.5170068027210885,0.4649122807017544
N002578,N006004,different,0.5944333996023857,0.0
N001918,N002086,different,0.40368271954674223,0.0
N002507,N002508,same,0.9600997506234414,0.9519230769230769
N001934,N011090,different,0.5138121546961326,0.0
N004269,N011588,different,0.5,0.0
N005629,N006728,different,0.3784977908689249,0.0
N008009,N008010,same,0.4968421052631579,0.4263565891472868
N009840,N009841,same,0.5054054054054054,0.5735294117647058
